Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MAGON,MAGLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2003-10-29T08:14:00,60,ELT,34.95,29.67,106.57,22.73,10.92,67.27,3.33,46.21,-106,63.4,6.5,-109.5,57.2,6.5
2003-10-29T08:14:00,60,ESK,356.8,55.32,77.09,52.75,8.95,37.25,-4.64,82.96,-110.5,24.5,-30.8,-108.1,33.4,-30.8
2003-10-29T08:14:00,60,EWA,202,21.32,-90.01,21.37,21.81,68.63,10.03,149.93,-87.2,-6.1,-4.7,-84.8,-21.2,-4.7
2003-10-29T08:14:00,60,EYR,172.4,-43.4,-103.47,-50.06,20.91,140.06,23.33,101.21,-1.9,13.7,-57.4,-7.2,11.8,-57.4
2003-10-29T08:14:00,60,FCC,265.91,58.76,-27.24,68.75,1.99,21.25,-1.41,128.2,-183.7,-452.5,-97.4,-194.7,-447.8,-97.4
2003-10-29T08:14:00,60,FHB,310.32,62,38.89,67.62,6.4,22.38,-30.14,107.45,-704.8,-186.9,742.9,-703.3,192.2,742.9
2003-10-29T08:14:00,60,FIT,279.05,28.07,-7.69,39.31,3.3,50.69,-5.31,134.3,-150.7,-27.9,-63,-152.6,-13.8,-63
2003-10-29T08:14:00,60,FMC,248.79,56.66,-51.71,64.36,0.36,25.64,17.48,134.92,-162.5,-111.4,-298.4,-121.6,-155.1,-298.4
2003-10-29T08:14:00,60,FRD,282.63,38.2,-1.83,48.85,3.69,41.15,-10.3,129.23,-111.8,-25.9,-66.2,-114.6,-5.5,-66.2
2003-10-29T08:14:00,60,FRN,240.28,37.09,-56.15,42.98,0.07,47.02,14.43,155.25,-109,-16.6,-29.9,-101.4,-43.2,-29.9
2003-10-29T08:14:00,60,FSP,238.77,61.76,-66.72,67.38,23.36,22.62,25.19,131.38,-208.1,-78.3,-33.2,-154.9,-159.4,-33.2
2003-10-29T08:14:00,60,FUR,11.28,48.17,86.74,43.52,9.59,46.48,1.34,71.55,-74.9,45,6.9,-76,43.3,6.9
2003-10-29T08:14:00,60,FYU,214.78,66.56,-94.43,67.33,21.52,22.67,25.43,125.5,-259.4,-314.4,-30.5,-99.2,-395.4,-30.5
2003-10-29T08:14:00,60,GAK,214.87,62.39,-91.43,63.14,21.72,26.86,23.43,129.39,-64,-133.5,-294.9,-5.6,-147.9,-294.9
2003-10-29T08:14:00,60,GDH,306.47,69.25,39.4,75.45,6.44,14.55,-39.6,108.11,115.2,-177.1,1012.9,-24.1,-209.8,1012.9
2003-10-29T08:14:00,60,GIM,265.36,56.38,-27.68,66.44,1.97,23.56,0.41,130.13,-215.4,-371.6,-158.8,-212.8,-373.2,-158.8
2003-10-29T08:14:00,60,GLN,262.88,49.65,-30.45,59.66,1.78,30.34,4.6,135.99,-140.1,-122.5,-153,-129.8,-133.3,-153
2003-10-29T08:14:00,60,GUA,144.87,13.59,-144.04,6.17,18.21,83.83,1.46,95.41,-130.3,18.1,-9.9,-130.7,14.7,-9.9
2003-10-29T08:14:00,60,GZH,113.34,23.09,-174.75,16.44,16.16,73.56,-2.12,69.83,-132.8,22,-8.5,-131.9,26.9,-8.5
2003-10-29T08:14:00,60,HAD,355.52,50.98,74.53,47.66,8.78,42.34,-4.26,81.09,-94.7,21.6,-8.2,-92.8,28.5,-8.2
2003-10-29T08:14:00,60,HAN,26.6,62.25,104.39,58.68,10.77,31.32,8.14,78.27,-164.6,106.2,44,-178,81.8,44
2003-10-29T08:14:00,60,HBK,27.71,-25.88,95.28,-35.96,10.16,125.96,-17.15,26.38,-78.8,18.5,-11.8,-69.8,40.9,-11.8
2003-10-29T08:14:00,60,HER,19.23,-34.43,82.83,-42.28,9.33,132.28,-24.64,36.68,-48,30.4,11.2,-31,47.7,11.2
2003-10-29T08:14:00,60,HLP,18.82,54.61,95,50.77,10.14,39.23,3.78,73.68,-130.1,58.4,15.8,-133.7,49.7,15.8
2003-10-29T08:14:00,60,HON,202,21.32,-90.01,21.37,21.81,68.63,10.03,149.93,-108.9,-7.7,-5.9,-105.8,-26.6,-5.9
2003-10-29T08:14:00,60,HOR,15.6,77,108.98,74.17,11.08,15.83,4.23,92.86,-113.4,833.5,156.4,-174.7,822.8,156.4
2003-10-29T08:14:00,60,HRB,18.19,47.86,92.68,43.15,9.99,46.85,3.03,68.39,-75.7,48,10.7,-78.1,44,10.7
2003-10-29T08:14:00,60,HRN,15.6,77,108.98,74.17,11.08,15.83,4.23,92.86,-113.9,858.5,132.6,-176.9,847.7,132.6
2003-10-29T08:14:00,60,HTY,139.8,33.12,-148.49,26.17,17.91,63.83,-6.04,95.09,-120.8,-8.6,-26.6,-121,4.1,-26.6
2003-10-29T08:14:00,60,HUA,284.67,-12.05,-3.57,0.4,3.57,89.6,-0.92,122.32,-135.2,-48.3,-15.5,-136,-46.1,-15.5
2003-10-29T08:14:00,60,IQA,291.48,63.75,14.85,72.54,4.8,17.46,-34.09,115.37,-9.3,-348.1,393.4,-202.8,-283.1,393.4
2003-10-29T08:14:00,60,IRT,104.45,52.17,177.49,47.48,15.64,42.52,-2.82,79.34,-65.7,12.6,39.5,-65,15.8,39.5
2003-10-29T08:14:00,60,ISK,29.06,41.07,101.53,35.59,10.58,54.41,4.14,58.56,-79.1,39.2,26.7,-81.8,33.4,26.7
2003-10-29T08:14:00,60,ISL,265.34,53.86,-27.34,64.02,1.99,25.98,1.23,131.94,-113,-286.3,-161.5,-106.8,-288.7,-161.5
2003-10-29T08:14:00,60,IVA,27.29,68.56,108.38,65.14,11.04,24.86,10.45,83.86,-244,313.3,241.7,-296.8,263.9,241.7
2003-10-29T08:14:00,60,JAN,351.3,70.9,82.94,70.24,9.34,19.76,-12.65,93.7,-896,340.1,614.1,-799.8,528.1,614.1
2003-10-29T08:14:00,60,KAG,130.72,31.48,-157.16,24.8,17.33,65.2,-6.06,87.25,-93.6,-22.9,-27.5,-95.5,-12.9,-27.5
2003-10-29T08:14:00,60,KAK,140.18,36.23,-148.04,29.35,17.94,60.65,-7.09,96.06,-107.1,-1.6,-16.5,-106.5,11.6,-16.5
2003-10-29T08:14:00,60,KAT,117.62,-33.68,-171.03,-46.09,16.41,136.09,-1.71,62.1,-49.5,28.3,82.1,-48.7,29.8,82.1
2003-10-29T08:14:00,60,KAV,216.35,70.14,-96.53,71.15,21.38,18.85,28.19,122.33,-28.2,-241.7,-298.7,89.3,-226.4,-298.7
2003-10-29T08:14:00,60,KDU,132.47,-12.69,-155.21,-21.81,17.46,111.81,3.78,77.58,-122.5,28.2,-6.3,-124.1,20,-6.3
2003-10-29T08:14:00,60,KEV,27.01,69.76,109.02,66.37,11.08,23.63,10.68,84.99,-165.5,339.4,305.3,-225.5,302.9,305.3
2003-10-29T08:14:00,60,KIL,20.77,69.06,103.59,65.94,10.72,24.06,6.84,85.4,-404.4,311.3,267,-438.6,260.9,267
